proteins	genes	gene_name	kcat	rxns	notes	stoicho
P19961	ENSG00000240038	AMY2B	4.3401	MAR08570	substrate=maltononaose; SMILES=C(C1C(C(C(C(O1)OCC(C(C(C(C=O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	4.6127	MAR08570	substrate=maltononaose; SMILES=C(C1C(C(C(C(O1)OCC(C(C(C(C=O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	6.2266	MAR08571	substrate=maltononaose; SMILES=C(C1C(C(C(C(O1)OCC(C(C(C(C=O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	4.0635	MAR08571	substrate=maltononaose; SMILES=C(C1C(C(C(C(O1)OCC(C(C(C(C=O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	4.3401	MAR08571	substrate=maltononaose; SMILES=C(C1C(C(C(C(O1)OCC(C(C(C(C=O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	4.6127	MAR08571	substrate=maltononaose; SMILES=C(C1C(C(C(C(O1)OCC(C(C(C(C=O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.5679	MAR08572	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	4.6915	MAR08572	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	5.0207	MAR08572	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	5.3255	MAR08572	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.5679	MAR08573	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	4.6915	MAR08573	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	5.0207	MAR08573	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	5.3255	MAR08573	substrate=maltoheptaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.5209	MAR08574	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	4.5189	MAR08574	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	4.8360	MAR08574	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	5.1295	MAR08574	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.5209	MAR08575	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	4.5189	MAR08575	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	4.8360	MAR08575	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	5.1295	MAR08575	substrate=maltohexaose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.3608	MAR08578	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	3.9708	MAR08578	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	4.2494	MAR08578	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	4.5074	MAR08578	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.3608	MAR08579	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	3.9708	MAR08579	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	4.2494	MAR08579	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	4.5074	MAR08579	substrate=maltotetraose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.2072	MAR08581	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	3.4994	MAR08581	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	3.7450	MAR08581	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	3.9724	MAR08581	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q8TET4	ENSG00000214013	GANC	8.7677	MAR08591	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=914; source=DLKcat	1
O43451	ENSG00000257335	MGAM	5.9697	MAR08591	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=2753; source=DLKcat	1
P10253	ENSG00000171298	GAA	12.5961	MAR08592	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=952; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.2072	MAR08580	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	3.4994	MAR08580	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	3.7450	MAR08580	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	3.9724	MAR08580	substrate=maltotriose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q6UWQ5	ENSG00000120563	LYZL1	8.3507	MAR08582	substrate=maltose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=148; source=DLKcat	1
P0DUB6	ENSG00000237763	AMY1A	2.6497	MAR08582	substrate=maltose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P19961	ENSG00000240038	AMY2B	2.8790	MAR08582	substrate=maltose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=511; source=DLKcat	1
P04746	ENSG00000243480	AMY2A	3.0736	MAR08582	substrate=maltose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=511; source=DLKcat	1
Q8TET4	ENSG00000214013	GANC	7.4872	MAR08587	substrate=maltose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=914; source=DLKcat	1
O43451	ENSG00000257335	MGAM	4.9329	MAR08587	substrate=maltose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=2753; source=DLKcat	1
P10253	ENSG00000171298	GAA	10.3302	MAR08589	substrate=maltose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=952; source=DLKcat	1
Q6PCE3	ENSG00000165434	PGM2L1	1.2496	MAR08585	substrate=1,3-bisphospho-D-glycerate; SMILES=C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O; seq_len=622; source=DLKcat	1
Q6PCE3	ENSG00000165434	PGM2L1	1.4836	MAR08585	substrate=glucose-1-phosphate; SMILES=C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O; seq_len=622; source=DLKcat	1
Q16851	ENSG00000169764	UGP2	2.4651	MAR03944	substrate=glucose-1-phosphate; SMILES=C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O; seq_len=508; source=DLKcat	1
Q16851	ENSG00000169764	UGP2	2.1864	MAR03944	substrate=UTP; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O; seq_len=508; source=DLKcat	1
Q14376	ENSG00000117308	GALE	1.3690	MAR04128	substrate=UDP-galactose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=348; source=DLKcat	1
P51570	ENSG00000108479	GALK1	1.8800	MAR04130	substrate=galactose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=392; source=DLKcat	1
Q01415	ENSG00000156958	GALK2	1.7422	MAR04130	substrate=galactose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=458; source=DLKcat	1
P07902	ENSG00000213930	GALT	7.6852	MAR04131	substrate=glucose-1-phosphate; SMILES=C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O; seq_len=379; source=DLKcat	1
P07902	ENSG00000213930	GALT	7.0830	MAR04131	substrate=UDP-galactose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=379; source=DLKcat	1
P07902	ENSG00000213930	GALT	7.6852	MAR04132	substrate=galactose-1-phosphate; SMILES=C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O; seq_len=379; source=DLKcat	1
P07902	ENSG00000213930	GALT	7.0830	MAR04132	substrate=UDP-glucose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=379; source=DLKcat	1
P14410	ENSG00000090402	SI	88.7671	MAR04303	substrate=sucrose; SMILES=C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O; seq_len=1827; source=DLKcat	1
P10253	ENSG00000171298	GAA	13.0366	MAR04303	substrate=sucrose; SMILES=C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O; seq_len=952; source=DLKcat	1
Q8TET4	ENSG00000214013	GANC	6.6450	MAR04303	substrate=sucrose; SMILES=C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O; seq_len=914; source=DLKcat	1
O43451	ENSG00000257335	MGAM	4.1984	MAR04303	substrate=sucrose; SMILES=C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O; seq_len=2753; source=DLKcat	1
P51570	ENSG00000108479	GALK1	1.8800	MAR04414	substrate=galactose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=392; source=DLKcat	1
Q01415	ENSG00000156958	GALK2	1.7422	MAR04414	substrate=galactose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=458; source=DLKcat	1
Q96M60	ENSG00000166262	FAM227B	1.9505	MAR04414	substrate=galactose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=508; source=DLKcat	1
P09848	ENSG00000115850	LCT	6.4445	MAR04415	substrate=lactose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=1927; source=DLKcat	1
Q6UWU2	ENSG00000163521	GLB1L	20.6780	MAR04415	substrate=lactose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=654; source=DLKcat	1
P16278	ENSG00000170266	GLB1	3.7433	MAR04415	substrate=lactose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=677; source=DLKcat	1
Q6ZT21	ENSG00000188167	TMPPE	0.5061	MAR04415	substrate=lactose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=453; source=DLKcat	1
P06280	ENSG00000102393	GLA	1.8817	MAR04416	substrate=galactosylglycerol; SMILES=C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O; seq_len=429; source=DLKcat	1
P16278	ENSG00000170266	GLB1	2.1937	MAR04416	substrate=galactosylglycerol; SMILES=C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O; seq_len=677; source=DLKcat	1
P83881	ENSG00000241343	RPL36A	18.5659	MAR04416	substrate=galactosylglycerol; SMILES=C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O; seq_len=106; source=DLKcat	1
Q01813	ENSG00000067057	PFKP	29.5734	MAR04774	substrate=CDP; SMILES=C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O; seq_len=784; source=DLKcat	1
P17858	ENSG00000141959	PFKL	9.2392	MAR04774	substrate=CDP; SMILES=C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O; seq_len=780; source=DLKcat	1
P08237	ENSG00000152556	PFKM	13.0526	MAR04774	substrate=CDP; SMILES=C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O; seq_len=780; source=DLKcat	1
Q01813	ENSG00000067057	PFKP	18.5202	MAR04775	substrate=D-tagatose-6-phosphate; SMILES=C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O; seq_len=784; source=DLKcat	1
Q01813	ENSG00000067057	PFKP	16.0280	MAR04775	substrate=ITP; SMILES=C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O; seq_len=784; source=DLKcat	1
P17858	ENSG00000141959	PFKL	6.8316	MAR04775	substrate=D-tagatose-6-phosphate; SMILES=C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O; seq_len=780; source=DLKcat	1
P17858	ENSG00000141959	PFKL	6.8423	MAR04775	substrate=ITP; SMILES=C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O; seq_len=780; source=DLKcat	1
P08237	ENSG00000152556	PFKM	9.6736	MAR04775	substrate=D-tagatose-6-phosphate; SMILES=C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O; seq_len=780; source=DLKcat	1
P08237	ENSG00000152556	PFKM	9.1959	MAR04775	substrate=ITP; SMILES=C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O; seq_len=780; source=DLKcat	1
P09848	ENSG00000115850	LCT	5.6021	MAR04832	substrate=3-keto-beta-D-galactose; SMILES=C(C1C(C(=O)C(C(O1)O)O)O)O; seq_len=1927; source=DLKcat	1
Q6UWU2	ENSG00000163521	GLB1L	16.0414	MAR04832	substrate=3-keto-beta-D-galactose; SMILES=C(C1C(C(=O)C(C(O1)O)O)O)O; seq_len=654; source=DLKcat	1
P16278	ENSG00000170266	GLB1	3.6576	MAR04832	substrate=3-keto-beta-D-galactose; SMILES=C(C1C(C(=O)C(C(O1)O)O)O)O; seq_len=677; source=DLKcat	1
Q6ZT21	ENSG00000188167	TMPPE	1.4302	MAR04832	substrate=3-keto-beta-D-galactose; SMILES=C(C1C(C(=O)C(C(O1)O)O)O)O; seq_len=453; source=DLKcat	1
P09848	ENSG00000115850	LCT	4.3566	MAR04832	substrate=glucose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=1927; source=DLKcat	1
Q6UWU2	ENSG00000163521	GLB1L	17.8829	MAR04832	substrate=glucose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=654; source=DLKcat	1
P16278	ENSG00000170266	GLB1	2.9357	MAR04832	substrate=glucose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=677; source=DLKcat	1
Q6ZT21	ENSG00000188167	TMPPE	0.7636	MAR04832	substrate=glucose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=453; source=DLKcat	1
P15291	ENSG00000086062	B4GALT1	2.4722	MAR07674	substrate=glucose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=398; source=DLKcat	1
P15291	ENSG00000086062	B4GALT1	2.3904	MAR07674	substrate=UDP-galactose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=398; source=DLKcat	1
O60909	ENSG00000117411	B4GALT2	13.6517	MAR07674	substrate=glucose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=372; source=DLKcat	1
O60909	ENSG00000117411	B4GALT2	16.4832	MAR07674	substrate=UDP-galactose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=372; source=DLKcat	1
P00709	ENSG00000167531	LALBA	0.3756	MAR07674	substrate=glucose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=142; source=DLKcat	1
P00709	ENSG00000167531	LALBA	0.0454	MAR07674	substrate=UDP-galactose; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O; seq_len=142; source=DLKcat	1
P50053	ENSG00000138030	KHK	5.4434	MAR08761	substrate=D-tagatose; SMILES=C1C(C(C(C(O1)(CO)O)O)O)O; seq_len=298; source=DLKcat	1
P09972	ENSG00000109107	ALDOC	39.3943	MAR08762	substrate=D-tagatose-6-phosphate; SMILES=C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O; seq_len=364; source=DLKcat	1
P05062	ENSG00000136872	ALDOB	0.4633	MAR08762	substrate=D-tagatose-6-phosphate; SMILES=C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O; seq_len=364; source=DLKcat	1
P04075	ENSG00000149925	ALDOA	4.2122	MAR08762	substrate=D-tagatose-6-phosphate; SMILES=C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O; seq_len=364; source=DLKcat	1
P09848	ENSG00000115850	LCT	6.4445	MAR08764	substrate=lactose; SMILES=C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O; seq_len=1927; source=DLKcat	1
P15121	ENSG00000085662	AKR1B1	2.8240	MAR08766	substrate=galactose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=316; source=DLKcat	1
O60218	ENSG00000198074	AKR1B10	9.0839	MAR08766	substrate=galactose; SMILES=C(C1C(C(C(C(O1)O)O)O)O)O; seq_len=316; source=DLKcat	1
P07902	ENSG00000213930	GALT	7.6852	MAR08767	substrate=alpha-D-galactose-1-phosphate; SMILES=C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O; seq_len=379; source=DLKcat	1
P07902	ENSG00000213930	GALT	7.7051	MAR08767	substrate=UTP; SMILES=C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O; seq_len=379; source=DLKcat	1
